part_number,name_he,name_en,description,manufacturer,category,barcode,price,cost,currency,vat_included,stock_qty,min_stock,location,weight_kg,dimensions,warranty_months,side,part_type,image_url,notes,is_active,cross_refs,fitments
8A0923,מסנן אוויר SPORTAGE,,,RIDEX,מסננים,,9.59,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:SPORTAGE:2015:2022
20-0K-K36,מסנן אוויר SPORTAGE,,,ASHIKA,מסננים,,12.49,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:28113-D3300:Kia,קיה:SPORTAGE:2015:2022
F 026 400 185,מסנן אוויר SPORTAGE,,,BOSCH,מסננים,,15.49,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:SPORTAGE:2016:2022
LX 4492,מסנן אוויר SPORTAGE,,,MAHLE,מסננים,,13.99,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:SPORTAGE:2015:2022
AHH359,מסנן מזגן TUCSON HEPA,,,PURFLUX,מסננים,,14.49,,GBP,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,יונדאי:TUCSON:2016:2020
GCD240253,מסנן מזגן TUCSON פחם פעיל,,,goCORE,מסננים,,21.99,,GBP,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,יונדאי:TUCSON:2016:2020
FA-K22S,מסנן אוויר i20,,,JAPANPARTS,מסננים,,13.49,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:28113-1J000:Hyundai,יונדאי:i20:2014:2020
DFA1301,מסנן אוויר i20,,,DACO Germany,מסננים,,7.29,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,יונדאי:i20:2014:2020
FO-599S,מסנן שמן NIRO / i30,,,JAPANPARTS,מסננים,,6.59,,GBP,1,,,,,,,,oil_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:26300-35505:Hyundai-Kia,קיה:NIRO:2016:2022; יונדאי:i30:2016:2020
10-05-599,מסנן שמן NIRO / i30,,,ASHIKA,מסננים,,6.29,,GBP,1,,,,,,,,oil_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:26300-35505:Hyundai-Kia,קיה:NIRO:2016:2022; יונדאי:i30:2016:2020
0 986 628 654,מסנן מזגן NIRO פחם פעיל,,,BOSCH,מסננים,,16.49,,GBP,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:NIRO:2016:2022
424I0406,מסנן מזגן NIRO,,,RIDEX,מסננים,,7.59,,GBP,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:NIRO:2016:2022
23.461.00,מסנן שמן i30,,,UFI,מסננים,,5.29,,GBP,1,,,,,,,,oil_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,יונדאי:i30:2016:2020
SKIF-0170617,מסנן מזגן i30,,,STARK,מסננים,,10.99,,GBP,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,יונדאי:i30:2016:2020
E3902LI,מסנן מזגן i30,,,HENGST FILTER,מסננים,,10.99,,GBP,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,יונדאי:i30:2016:2020
OC 1183,מסנן שמן CX-5,,,MAHLE,מסננים,,8.99,,GBP,1,,,,,,,,oil_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026
20-03-343,מסנן אוויר CX-5,,,ASHIKA,מסננים,,12.99,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:PE07-13-3A0A:Mazda,מאזדה:CX-5:2017:2026
FA-343S,מסנן אוויר CX-5,,,JAPANPARTS,מסננים,,17.99,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:PE07-13-3A0A:Mazda,מאזדה:CX-5:2017:2026
C 27 019,מסנן אוויר CX-5,,,MANN-FILTER,מסננים,,19.99,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026
15320/4,מסנן שמן C-HR,,,MEAT & DORIA,מסננים,,5.99,,GBP,1,,,,,,,,oil_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:90080-91045:Toyota,טויוטה:C-HR:2016:2026
FA-2017S,מסנן אוויר C-HR,,,JAPANPARTS,מסננים,,14.49,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:17801-0T060:Toyota,טויוטה:C-HR:2016:2026; טויוטה:RAV4:2018:2026
20-02-2017,מסנן אוויר C-HR,,,ASHIKA,מסננים,,9.59,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:17801-0T060:Toyota,טויוטה:C-HR:2016:2026; טויוטה:RAV4:2018:2026
CA12289,מסנן אוויר C-HR,,,FRAM,מסננים,,19.99,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:C-HR:2016:2026
108988,מסנן אוויר SWIFT,,,FEBI BILSTEIN,מסננים,,10.49,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:13780-69L00:Suzuki,סוזוקי:SWIFT:2010:2017
20-0K-K40,מסנן אוויר RIO,,,ASHIKA,מסננים,,10.99,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:28113-H8100:Kia,קיה:RIO:2017:2026
184009,מסנן אוויר RIO,,,FEBI BILSTEIN,מסננים,,7.99,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026
A3033,מסנן אוויר RIO,,,PURFLUX,מסננים,,8.59,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026
F516001,מסנן מזגן RIO פחם פעיל,,,KAMOKA,מסננים,,7.59,,GBP,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:97133-D1000:Kia,קיה:RIO:2017:2026
6080129,מסנן מזגן RIO,,,KAMOKA,מסננים,,10.49,,GBP,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026
ADT32116,מסנן שמן 208,,,BLUE PRINT,מסננים,,4.99,,GBP,1,,,,,,,,oil_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:1109.AL:Peugeot,פיג'ו:208:2012:2019
1109.AL,מסנן שמן 208 מקורי,,,CITROEN/PEUGEOT,מסננים,,10.49,,GBP,1,,,,,,,,oil_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,פיג'ו:208:2012:2019
350203062640,מסנן מזגן 208,,,MAGNETI MARELLI,מסננים,,6.29,,GBP,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,פיג'ו:208:2012:2019
CUK 21 000-2,מסנן מזגן 208 פחם פעיל (זוג),,,MANN-FILTER,מסננים,,16.49,,GBP,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,פיג'ו:208:2012:2019
FA-149S,מסנן אוויר QASHQAI,,,JAPANPARTS,מסננים,,10.49,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:16546-4BC1A:Nissan,ניסאן:QASHQAI:2013:2021
109122,מסנן אוויר QASHQAI,,,FEBI BILSTEIN,מסננים,,8.59,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:16546-4BA1A:Nissan,ניסאן:QASHQAI:2013:2021
8A0461P,מסנן אוויר QASHQAI,,,RIDEX PLUS,מסננים,,15.49,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,ניסאן:QASHQAI:2013:2021
A3067,מסנן אוויר RAV4,,,PURFLUX,מסננים,,12.99,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026
DCF385K,מסנן מזגן YARIS פחם פעיל,,,DENSO,מסננים,,12.99,,GBP,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:87139-YZZ30:Toyota,טויוטה:YARIS:2012:2020
424I0231,מסנן מזגן YARIS,,,RIDEX,מסננים,,6.99,,GBP,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:YARIS:2012:2020
32609,מסנן מזגן CIVIC,,,FEBI BILSTEIN,מסננים,,7.99,,GBP,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:80291-TF3-E01:Honda,הונדה:CIVIC:2016:2022
424I0132,מסנן מזגן CIVIC,,,RIDEX,מסננים,,6.59,,GBP,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,הונדה:CIVIC:2016:2022
100468,מסנן אוויר OCTAVIA,,,FEBI BILSTEIN,מסננים,,10.99,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:5Q0 129 620 B:Skoda,סקודה:OCTAVIA:2013:2020
48507,מסנן אוויר OCTAVIA לאקלים קר,,,FEBI BILSTEIN,מסננים,,14.49,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:5Q0 129 620 C:Skoda,סקודה:OCTAVIA:2013:2020
E1090L,מסנן אוויר OCTAVIA,,,HENGST FILTER,מסננים,,13.99,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,סקודה:OCTAVIA:2013:2020
34555,מסנן מזגן SPORTAGE,,,FEBI BILSTEIN,מסננים,,5.99,,GBP,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:97133-2E260:Kia,קיה:SPORTAGE:2015:2022
6080111,מסנן מזגן SPORTAGE פחם פעיל,,,KAMOKA,מסננים,,7.59,,GBP,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:SPORTAGE:2015:2022
FP 24 004,מסנן מזגן SPORTAGE פחם פעיל,,,MANN-FILTER,מסננים,,19.49,,GBP,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:SPORTAGE:2015:2022
09.9772.1X,"דיסק בלם קדמי GOLF 312 מ""מ מחורר",,,BREMBO,בלמים,,97.49,,GBP,1,,,,,,,,brake_disc_front,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,פולקסווגן:GOLF:2012:2017
FA-H38S,מסנן אוויר NIRO,,,JAPANPARTS,מסננים,,14.49,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:28113-G2100:Kia,קיה:NIRO:2016:2022
20-0H-H38,מסנן אוויר NIRO,,,ASHIKA,מסננים,,9.29,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:28113-G2100:Kia,קיה:NIRO:2016:2022
26-2784,מסנן אוויר NIRO,,,MAXGEAR,מסננים,,13.49,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:28113-G2100:Kia,קיה:NIRO:2016:2022
20-0H-H39,מסנן אוויר i30,,,ASHIKA,מסננים,,10.49,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:28113-F2000:Hyundai,יונדאי:i30:2016:2020
E1533L,מסנן אוויר i30,,,HENGST FILTER,מסננים,,14.49,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,יונדאי:i30:2016:2020
E3903LI,מסנן מזגן CX-5,,,HENGST FILTER,מסננים,,12.99,,GBP,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026
FP 24 009,מסנן מזגן CX-5 פחם פעיל,,,MANN-FILTER,מסננים,,19.99,,GBP,1,,,,,,,,cabin_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מאזדה:CX-5:2017:2026
48497,מסנן אוויר 208,,,FEBI BILSTEIN,מסננים,,6.99,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,OEM:96 747 255 80:Peugeot,פיג'ו:208:2012:2019
CAF101069P,מסנן אוויר 208,,,CHAMPION,מסננים,,8.29,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,פיג'ו:208:2012:2019
153071762403,מסנן אוויר 208,,,MAGNETI MARELLI,מסננים,,8.29,,GBP,1,,,,,,,,air_filter,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,פיג'ו:208:2012:2019
ADG043221,"דיסק בלם קדמי TUCSON 305 מ""מ",,,BLUE PRINT,בלמים,,40.99,,GBP,1,,,,,,,,brake_disc_front,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,יונדאי:TUCSON:2016:2020
0 986 479 E42,"דיסק בלם קדמי TUCSON 305 מ""מ",,,BOSCH,בלמים,,46.49,,GBP,1,,,,,,,,brake_disc_front,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,יונדאי:TUCSON:2016:2020
108575,"דיסק בלם קדמי TUCSON 305 מ""מ",,,FEBI BILSTEIN,בלמים,,45.99,,GBP,1,,,,,,,,brake_disc_front,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,יונדאי:TUCSON:2016:2020
24.0126-0184.1,"דיסק בלם קדמי COROLLA 277 מ""מ",,,ATE,בלמים,,50.99,,GBP,1,,,,,,,,brake_disc_front,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019
ADT343240,"דיסק בלם קדמי COROLLA 277 מ""מ",,,BLUE PRINT,בלמים,,33.99,,GBP,1,,,,,,,,brake_disc_front,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:COROLLA:2013:2019
09.E126.11,"דיסק בלם קדמי RAV4 328 מ""מ",,,BREMBO,בלמים,,65.49,,GBP,1,,,,,,,,brake_disc_front,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026
108464,"דיסק בלם קדמי RAV4 328 מ""מ",,,FEBI BILSTEIN,בלמים,,61.99,,GBP,1,,,,,,,,brake_disc_front,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026
09.N264.11,"דיסק בלם קדמי OUTLANDER 294 מ""מ",,,BREMBO,בלמים,,51.49,,GBP,1,,,,,,,,brake_disc_front,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מיצובישי:OUTLANDER:2012:2021
09.N264.1X,"דיסק בלם קדמי OUTLANDER 294 מ""מ מחורר",,,BREMBO,בלמים,,74.49,,GBP,1,,,,,,,,brake_disc_front,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מיצובישי:OUTLANDER:2012:2021
24.0126-0170.1,"דיסק בלם קדמי OUTLANDER 294 מ""מ",,,ATE,בלמים,,57.99,,GBP,1,,,,,,,,brake_disc_front,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,מיצובישי:OUTLANDER:2012:2021
108623,"דיסק בלם קדמי RIO 256 מ""מ",,,FEBI BILSTEIN,בלמים,,32.49,,GBP,1,,,,,,,,brake_disc_front,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026
09.D227.11,"דיסק בלם קדמי RIO / i20 256 מ""מ",,,BREMBO,בלמים,,46.49,,GBP,1,,,,,,,,brake_disc_front,,נתוני הדגמה - נמשכו מקטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; יונדאי:i20:2014:2020
