part_number,name_he,name_en,description,manufacturer,category,barcode,price,cost,currency,vat_included,stock_qty,min_stock,location,weight_kg,dimensions,warranty_months,side,part_type,image_url,notes,is_active,cross_refs,fitments
COF100679S,מסנן שמן RIO / PICANTO / CEED / STONIC,,,CHAMPION,מסננים,,4.59,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:PICANTO:2017:2026; קיה:CEED:2018:2026; קיה:STONIC:2017:2026
CO0156,מסנן שמן RIO / PICANTO / CEED / STONIC,,,Castrol filters,מסננים,,6.29,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:PICANTO:2017:2026; קיה:CEED:2018:2026; קיה:STONIC:2017:2026
LS301,מסנן שמן RIO / STONIC,,,PURFLUX,מסננים,,6.29,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:STONIC:2017:2026
FT5368,מסנן שמן RIO,,,COOPERSFIAAM FILTERS,מסננים,,12.49,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026
OP 595/2,מסנן שמן RIO / CEED,,,FILTRON,מסננים,,5.99,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:CEED:2018:2026
424I0638,מסנן מזגן RIO / STONIC / SOUL / SELTOS,,,RIDEX,מסננים,,7.59,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:STONIC:2017:2026; קיה:SOUL:2019:2026; קיה:SELTOS:2019:2026
424I0741,מסנן מזגן RIO / STONIC / SOUL,,,RIDEX,מסננים,,5.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:STONIC:2017:2026; קיה:SOUL:2019:2026
CUK 23 019/1,מסנן מזגן RIO / STONIC / SOUL / SELTOS,,,MANN-FILTER,מסננים,,15.49,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:STONIC:2017:2026; קיה:SOUL:2019:2026; קיה:SELTOS:2019:2026
ADG02594,מסנן מזגן RIO / SELTOS,,,BLUE PRINT,מסננים,,7.29,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:SELTOS:2019:2026
184134,מסנן מזגן RIO / STONIC / SOUL,,,FEBI BILSTEIN,מסננים,,8.59,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:STONIC:2017:2026; קיה:SOUL:2019:2026
CU 23 019,מסנן מזגן RIO / STONIC / SOUL / SELTOS,,,MANN-FILTER,מסננים,,12.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:STONIC:2017:2026; קיה:SOUL:2019:2026; קיה:SELTOS:2019:2026
37-12 320 0023,מסנן מזגן RIO / STONIC,,,MEYLE,מסננים,,12.49,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:STONIC:2017:2026
184182,מסנן מזגן RIO,,,FEBI BILSTEIN,מסננים,,7.59,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026
F420801,מסנן מזגן RIO / SELTOS,,,KAMOKA,מסננים,,6.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:SELTOS:2019:2026
CC0146,מסנן מזגן RIO / STONIC / SOUL,,,Castrol filters,מסננים,,7.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:STONIC:2017:2026; קיה:SOUL:2019:2026
37-12 326 0023/PD,מסנן מזגן RIO / STONIC,,,MEYLE,מסננים,,26.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:STONIC:2017:2026
ADG02592,מסנן מזגן RIO / STONIC / SOUL / SELTOS,,,BLUE PRINT,מסננים,,7.59,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:STONIC:2017:2026; קיה:SOUL:2019:2026; קיה:SELTOS:2019:2026
715910,מסנן מזגן RIO / STONIC / SOUL,,,VALEO,מסננים,,6.29,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:STONIC:2017:2026; קיה:SOUL:2019:2026
82B0359,דיסק בלם קדמי RIO,,,RIDEX,בלמים,,17.99,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026
82B0359P,דיסק בלם קדמי RIO,,,RIDEX PLUS,בלמים,,28.49,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026
82B3839,דיסק בלם קדמי RIO,,,RIDEX,בלמים,,20.99,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026
8A0903,מסנן אוויר RIO / STONIC,,,RIDEX,מסננים,,6.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:STONIC:2017:2026
F252101,מסנן אוויר RIO / STONIC,,,KAMOKA,מסננים,,7.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:STONIC:2017:2026
30.E63.00,מסנן אוויר RIO / STONIC,,,UFI,מסננים,,7.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:STONIC:2017:2026
CAF101214P,מסנן אוויר RIO / STONIC,,,CHAMPION,מסננים,,7.59,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:STONIC:2017:2026
ADG022165,מסנן אוויר RIO / STONIC,,,BLUE PRINT,מסננים,,8.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:STONIC:2017:2026
E1598L,מסנן אוויר RIO / STONIC,,,HENGST FILTER,מסננים,,11.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:STONIC:2017:2026
28-12 321 0016,מסנן אוויר RIO / STONIC,,,MEYLE,מסננים,,14.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:STONIC:2017:2026
LX 4040,מסנן אוויר RIO / STONIC,,,MAHLE,מסננים,,14.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:STONIC:2017:2026
AP 197/7,מסנן אוויר RIO / STONIC,,,FILTRON,מסננים,,8.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:STONIC:2017:2026
250051510,מסנן אוויר RIO / STONIC,,,AUTOMEGA,מסננים,,9.29,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:STONIC:2017:2026
DFA1304,מסנן אוויר RIO / STONIC,,,DACO Germany,מסננים,,10.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:STONIC:2017:2026
FA1102,מסנן אוויר RIO,,,BREMSI,מסננים,,10.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026
512081,מסנן אוויר RIO,,,VALEO,מסננים,,7.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026
97098,מצת RIO / PICANTO / CEED / STONIC,,,NGK,הצתה,,13.99,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:PICANTO:2017:2026; קיה:CEED:2018:2026; קיה:STONIC:2017:2026
OE197/T10,מצת RIO / PICANTO / CEED / STONIC,,,CHAMPION,הצתה,,3.29,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:PICANTO:2017:2026; קיה:CEED:2018:2026; קיה:STONIC:2017:2026
ZXU20HPR11,מצת RIO / PICANTO / CEED,,,DENSO,הצתה,,12.99,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:PICANTO:2017:2026; קיה:CEED:2018:2026
IXUH22FTT,מצת RIO / NIRO / CEED / STONIC,,,DENSO,הצתה,,20.49,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:NIRO:2016:2022; קיה:CEED:2018:2026; קיה:STONIC:2017:2026; קיה:SOUL:2019:2026
7100018,מצת RIO / PICANTO / STONIC,,,KAMOKA,הצתה,,9.99,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026; קיה:PICANTO:2017:2026; קיה:STONIC:2017:2026
402B0524P,רפידות בלם קדמיות RIO,,,RIDEX PLUS,בלמים,,24.49,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026
P 30 122,רפידות בלם קדמיות RIO,,,BREMBO,בלמים,,38.99,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026
P 18 025,רפידות בלם קדמיות RIO,,,BREMBO,בלמים,,33.49,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:RIO:2017:2026
CA0313,מסנן אוויר PICANTO,,,Castrol filters,מסננים,,13.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO:2017:2026
FA-K41S,מסנן אוויר PICANTO,,,JAPANPARTS,מסננים,,21.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO:2017:2026
20-0K-K41,מסנן אוויר PICANTO,,,ASHIKA,מסננים,,10.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO:2017:2026
FA0591,מסנן אוויר PICANTO,,,BREMSI,מסננים,,12.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO:2017:2026
27.K08.00,מסנן אוויר PICANTO,,,UFI,מסננים,,9.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO:2017:2026
8ZA 366 131-601,מסנן אוויר PICANTO,,,HELLA,מסננים,,11.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO:2017:2026
60594,מסנן אוויר PICANTO,,,MAPCO,מסננים,,18.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO:2017:2026
J1320342,מסנן אוויר PICANTO,,,HERTH+BUSS JAKOPARTS,מסננים,,16.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO:2017:2026
82B1814,דיסק בלם קדמי PICANTO,,,RIDEX,בלמים,,21.99,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO:2017:2026
DDF2660C,דיסק בלם קדמי PICANTO,,,FERODO,בלמים,,34.49,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO:2017:2026
18646,דיסק בלם קדמי PICANTO,,,A.B.S.,בלמים,,32.49,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO:2017:2026
K2038VR,דיסק בלם קדמי PICANTO,,,SAMKO,בלמים,,33.49,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO:2017:2026
673405,דיסק בלם קדמי PICANTO,,,VALEO,בלמים,,49.99,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO:2017:2026
686S0122,מצת PICANTO / CEED / STONIC,,,RIDEX,הצתה,,2.99,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO:2017:2026; קיה:CEED:2018:2026; קיה:STONIC:2017:2026
0 242 129 521,מצת PICANTO,,,BOSCH,הצתה,,6.29,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO:2017:2026
OE250,מצת PICANTO / NIRO / CEED / STONIC,,,CHAMPION,הצתה,,14.49,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO:2017:2026; קיה:NIRO:2016:2022; קיה:CEED:2018:2026; קיה:STONIC:2017:2026
5481FB0030383,מצת PICANTO,,,Frankberg,הצתה,,98.49,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO:2017:2026
7O0012,מסנן שמן PICANTO,,,RIDEX,מסננים,,2.99,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO:2017:2026
424I0831,מסנן מזגן PICANTO,,,RIDEX,מסננים,,6.59,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO:2017:2026
CU 18 009,מסנן מזגן PICANTO,,,MANN-FILTER,מסננים,,14.49,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO:2017:2026
183974,מסנן מזגן PICANTO,,,FEBI BILSTEIN,מסננים,,8.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO:2017:2026
CUK 18 009,מסנן מזגן PICANTO,,,MANN-FILTER,מסננים,,19.49,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO:2017:2026
ADG02598,מסנן מזגן PICANTO,,,BLUE PRINT,מסננים,,9.29,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO:2017:2026
6080144,מסנן מזגן PICANTO,,,KAMOKA,מסננים,,6.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO:2017:2026
DVF5049,מסנן מזגן PICANTO,,,K&N Filters,מסננים,,22.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO:2017:2026
E5951LI,מסנן מזגן PICANTO,,,HENGST FILTER,מסננים,,9.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO:2017:2026
FC0420,מסנן מזגן PICANTO,,,BREMSI,מסננים,,8.59,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO:2017:2026
LVCF688,מסנן מזגן PICANTO,,,MOTAQUIP,מסננים,,13.49,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO:2017:2026
26-1950,מסנן מזגן PICANTO,,,MAXGEAR,מסננים,,8.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:PICANTO:2017:2026
DDF3056C,דיסק בלם קדמי NIRO,,,FERODO,בלמים,,33.99,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:NIRO:2016:2022
108682,דיסק בלם קדמי NIRO,,,FEBI BILSTEIN,בלמים,,42.99,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:NIRO:2016:2022
563700JC,דיסק בלם קדמי NIRO,,,JURID,בלמים,,32.49,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:NIRO:2016:2022
8DD 355 132-641,דיסק בלם קדמי NIRO,,,HELLA,בלמים,,34.49,,GBP,1,,,,,,,,brake_disc_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:NIRO:2016:2022
402B1053,רפידות בלם קדמיות NIRO,,,RIDEX,בלמים,,18.49,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:NIRO:2016:2022
P 30 107,רפידות בלם קדמיות NIRO,,,BREMBO,בלמים,,43.49,,GBP,1,,,,,,,,brake_pads_front,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:NIRO:2016:2022
93819,מצת NIRO,,,NGK,הצתה,,16.49,,GBP,1,,,,,,,,spark_plug,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:NIRO:2016:2022
ADG022167,מסנן אוויר NIRO,,,BLUE PRINT,מסננים,,11.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:NIRO:2016:2022
184345,מסנן אוויר NIRO,,,FEBI BILSTEIN,מסננים,,13.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:NIRO:2016:2022
26-2318,מסנן אוויר NIRO,,,MAXGEAR,מסננים,,13.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:NIRO:2016:2022
LVFA1705,מסנן אוויר NIRO,,,MOTAQUIP,מסננים,,15.49,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:NIRO:2016:2022
BFA2641,מסנן אוויר NIRO,,,BORG & BECK,מסננים,,13.99,,GBP,1,,,,,,,,air_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:NIRO:2016:2022
W 811/80,מסנן שמן NIRO / SORENTO / SOUL / CARENS,,,MANN-FILTER,מסננים,,7.59,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:NIRO:2016:2022; קיה:SORENTO:2015:2020; קיה:SOUL:2019:2026; קיה:CARENS:2013:2019
ADS72101,מסנן שמן NIRO / SORENTO / SOUL / CARENS,,,BLUE PRINT,מסננים,,4.59,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:NIRO:2016:2022; קיה:SORENTO:2015:2020; קיה:SOUL:2019:2026; קיה:CARENS:2013:2019; קיה:SELTOS:2019:2026
193871,מסנן שמן NIRO / SORENTO / SOUL / CARENS,,,FEBI BILSTEIN,מסננים,,4.59,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:NIRO:2016:2022; קיה:SORENTO:2015:2020; קיה:SOUL:2019:2026; קיה:CARENS:2013:2019
QFL0005,מסנן שמן NIRO / SOUL / CARENS,,,QUINTON HAZELL,מסננים,,6.29,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:NIRO:2016:2022; קיה:SOUL:2019:2026; קיה:CARENS:2013:2019
586017,מסנן שמן NIRO / SOUL,,,VALEO,מסננים,,6.99,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:NIRO:2016:2022; קיה:SOUL:2019:2026
SO-1004,מסנן שמן NIRO,,,K&N Filters,מסננים,,11.49,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:NIRO:2016:2022
51064,מסנן שמן NIRO / CARENS,,,WIX FILTERS,מסננים,,10.49,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:NIRO:2016:2022; קיה:CARENS:2013:2019
424I0119,מסנן מזגן NIRO,,,RIDEX,מסננים,,5.59,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:NIRO:2016:2022
CUK 24 013,מסנן מזגן NIRO,,,MANN-FILTER,מסננים,,18.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:NIRO:2016:2022
CUK 24 004,מסנן מזגן NIRO,,,MANN-FILTER,מסננים,,12.49,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:NIRO:2016:2022
CU 24 004,מסנן מזגן NIRO,,,MANN-FILTER,מסננים,,11.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:NIRO:2016:2022
LAK 464,מסנן מזגן NIRO,,,MAHLE,מסננים,,16.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:NIRO:2016:2022
K 1332,מסנן מזגן NIRO,,,FILTRON,מסננים,,6.99,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:NIRO:2016:2022
CCF0448,מסנן מזגן NIRO,,,CHAMPION,מסננים,,8.29,,GBP,1,,,,,,,,cabin_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,קיה:NIRO:2016:2022
7O0008,מסנן שמן RAV4 / COROLLA,,,RIDEX,מסננים,,4.29,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026; טויוטה:COROLLA:2019:2026
7O0525,מסנן שמן RAV4,,,RIDEX,מסננים,,5.29,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026
OC 534,מסנן שמן RAV4 / COROLLA / CAMRY,,,MAHLE,מסננים,,8.99,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026; טויוטה:COROLLA:2019:2026; טויוטה:CAMRY:2018:2026
W 6031,מסנן שמן RAV4,,,MANN-FILTER,מסננים,,6.59,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026
HP-1003,מסנן שמן RAV4,,,K&N Filters,מסננים,,13.49,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026
H97W07,מסנן שמן RAV4 / COROLLA / PRIUS / CAMRY,,,HENGST FILTER,מסננים,,5.29,,GBP,1,,,,,,,,oil_filter,,מקור: קטלוג מקוון לא רשמי (AUTODOC). לא לשימוש מסחרי.,1,,טויוטה:RAV4:2018:2026; טויוטה:COROLLA:2019:2026; טויוטה:PRIUS:2015:2022; טויוטה:CAMRY:2018:2026
