part_number,name_he,name_en,manufacturer,category,side,part_type,notes,is_active,cross_refs,fitments
48069-0K090,זרוע תחתונה — טויוטה HILUX DOUBLE CAB,זרוע תחתונה,Toyota,מתלים,,control_arm,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/GENERAL/2025/HILUX-DOUBLE-CAB/GUN126L-DGFHXF/category/2/diagram/4802/vin/8AJBA3CD1T7957303",1,OEM:48069-0K090:Toyota,טויוטה:HILUX DOUBLE CAB:2025:2025:1GD-FTV 2.8
43330-09510,מפרק כדורי — טויוטה HILUX DOUBLE CAB,מפרק כדורי,Toyota,מתלים,,ball_joint,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/GENERAL/2025/HILUX-DOUBLE-CAB/GUN126L-DGFHXF/category/2/diagram/4802/vin/8AJBA3CD1T7957303",1,OEM:43330-09510:Toyota,טויוטה:HILUX DOUBLE CAB:2025:2025:1GD-FTV 2.8
88320-0K520,קומפרסור מזגן — טויוטה HILUX DOUBLE CAB,קומפרסור מזגן,Toyota,מיזוג,,ac_compressor,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/GENERAL/2025/HILUX-DOUBLE-CAB/GUN126L-DGFHXF/category/4/diagram/8719/vin/8AJBA3CD1T7957303",1,OEM:88320-0K520:Toyota,טויוטה:HILUX DOUBLE CAB:2025:2025:1GD-FTV 2.8; טויוטה:HILUX DOUBLE CAB:2025:2025:2GD-FTV 2.4D
28100-0L180,מתנע — טויוטה HILUX DOUBLE CAB,מתנע,Toyota,חשמל,,starter,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/GENERAL/2025/HILUX-DOUBLE-CAB/GUN126L-DGFHXF/category/1/diagram/1904/vin/8AJBA3CD1T7957303",1,OEM:28100-0L180:Toyota,טויוטה:HILUX DOUBLE CAB:2025:2025:1GD-FTV 2.8
12371-F0091,תושבת מנוע — טויוטה RAV4,תושבת מנוע,Toyota,מנוע,,engine_mount,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2024/RAV4-NAP/AXAA54L-CNZMBA/category/1/diagram/1107/vin/2T3A1RFV2RC485020",1,OEM:12371-F0091:Toyota,טויוטה:RAV4:2024:2024:A25A-FKS 2.5
42410-0R030,מיסב גלגל — טויוטה RAV4,מיסב גלגל,Toyota,מתלים,,wheel_bearing,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2024/RAV4-NAP/AXAA54L-CNZMBA/category/2/diagram/4102/vin/2T3A1RFV2RC485020",1,OEM:42410-0R030:Toyota,טויוטה:RAV4:2024:2024:A25A-FKS 2.5
42431-06180,דיסק בלם אחורי — טויוטה RAV4,דיסק בלם אחורי,Toyota,בלמים,,brake_disc_rear,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2024/RAV4-NAP/AXAA54L-CNZMBA/category/2/diagram/4102/vin/2T3A1RFV2RC485020",1,OEM:42431-06180:Toyota,טויוטה:RAV4:2024:2024:A25A-FKS 2.5
82821-33440,מצבר — טויוטה RAV4,מצבר,Toyota,חשמל,,battery,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2024/RAV4-NAP/AXAA54L-CNZMBA/category/4/diagram/8201/vin/2T3A1RFV2RC485020",1,OEM:82821-33440:Toyota,טויוטה:RAV4:2024:2024:A25A-FKS 2.5
23101-25040,משאבת דלק — טויוטה RAV4,משאבת דלק,Toyota,דלק,,fuel_pump,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2024/RAV4-NAP/AXAA54L-CNZMBA/category/1/diagram/2211/vin/2T3A1RFV2RC485020",1,OEM:23101-25040:Toyota,טויוטה:RAV4:2024:2024:A25A-FKS 2.5
12371-0L210,תושבת מנוע — טויוטה HILUX DOUBLE CAB,תושבת מנוע,Toyota,מנוע,,engine_mount,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/GENERAL/2025/HILUX-DOUBLE-CAB/GUN126L-DGFHXF/category/1/diagram/1107/vin/8AJBA3CD1T7957303",1,OEM:12371-0L210:Toyota,טויוטה:HILUX DOUBLE CAB:2025:2025:1GD-FTV 2.8
42431-0K120,דיסק בלם אחורי — טויוטה HILUX DOUBLE CAB,דיסק בלם אחורי,Toyota,בלמים,,brake_disc_rear,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/GENERAL/2025/HILUX-DOUBLE-CAB/GUN126L-DGFHXF/category/2/diagram/4102/vin/8AJBA3CD1T7957303",1,OEM:42431-0K120:Toyota,טויוטה:HILUX DOUBLE CAB:2025:2025:1GD-FTV 2.8
28800-0L504,מצבר — טויוטה HILUX DOUBLE CAB,מצבר,Toyota,חשמל,,battery,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/GENERAL/2025/HILUX-DOUBLE-CAB/GUN126L-DGFHXF/category/4/diagram/8201/vin/8AJBA3CD1T7957303",1,OEM:28800-0L504:Toyota,טויוטה:HILUX DOUBLE CAB:2025:2025:1GD-FTV 2.8
87910-0R908,מראת צד — טויוטה RAV4,מראת צד,Toyota,תאורה ופחחות,,side_mirror,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2024/RAV4-NAP/AXAA54L-CNZMBA/category/4/diagram/8701/vin/2T3A1RFV2RC485020",1,OEM:87910-0R908:Toyota,טויוטה:RAV4:2024:2024:A25A-FKS 2.5
87940-0R908,מראת צד — טויוטה RAV4,מראת צד,Toyota,תאורה ופחחות,,side_mirror,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2024/RAV4-NAP/AXAA54L-CNZMBA/category/4/diagram/8701/vin/2T3A1RFV2RC485020",1,OEM:87940-0R908:Toyota,טויוטה:RAV4:2024:2024:A25A-FKS 2.5
85242-0R070,מגב — טויוטה RAV4,מגב אחורי,Toyota,תאורה ופחחות,,wiper_blade,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2024/RAV4-NAP/AXAA54L-CNZMBA/category/4/diagram/8502/vin/2T3A1RFV2RC485020",1,OEM:85242-0R070:Toyota,טויוטה:RAV4:2024:2024:A25A-FKS 2.5
53811-0R130,כנף קדמית — טויוטה RAV4,כנף קדמית,Toyota,תאורה ופחחות,,fender,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2024/RAV4-NAP/AXAA54L-CNZMBA/category/3/diagram/5353/vin/2T3A1RFV2RC485020",1,OEM:53811-0R130:Toyota,טויוטה:RAV4:2024:2024:A25A-FKS 2.5
53812-0R110,כנף קדמית — טויוטה RAV4,כנף קדמית,Toyota,תאורה ופחחות,,fender,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2024/RAV4-NAP/AXAA54L-CNZMBA/category/3/diagram/5353/vin/2T3A1RFV2RC485020",1,OEM:53812-0R110:Toyota,טויוטה:RAV4:2024:2024:A25A-FKS 2.5
87910-0KE42,מראת צד — טויוטה HILUX DOUBLE CAB,מראת צד,Toyota,תאורה ופחחות,,side_mirror,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/GENERAL/2025/HILUX-DOUBLE-CAB/GUN126L-DGFHXF/category/4/diagram/8701/vin/8AJBA3CD1T7957303",1,OEM:87910-0KE42:Toyota,טויוטה:HILUX DOUBLE CAB:2025:2025:1GD-FTV 2.8
87940-0KC92,מראת צד — טויוטה HILUX DOUBLE CAB,מראת צד,Toyota,תאורה ופחחות,,side_mirror,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/GENERAL/2025/HILUX-DOUBLE-CAB/GUN126L-DGFHXF/category/4/diagram/8701/vin/8AJBA3CD1T7957303",1,OEM:87940-0KC92:Toyota,טויוטה:HILUX DOUBLE CAB:2025:2025:1GD-FTV 2.8
53811-KK030,כנף קדמית — טויוטה HILUX DOUBLE CAB,כנף קדמית,Toyota,תאורה ופחחות,ימין,fender,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/GENERAL/2025/HILUX-DOUBLE-CAB/GUN126L-DGFHXF/category/3/diagram/5353/vin/8AJBA3CD1T7957303",1,OEM:53811-KK030:Toyota,טויוטה:HILUX DOUBLE CAB:2025:2025:1GD-FTV 2.8; טויוטה:HILUX DOUBLE CAB:2025:2025:2GD-FTV 2.4D
53812-KK050,כנף קדמית — טויוטה HILUX DOUBLE CAB,כנף קדמית,Toyota,תאורה ופחחות,שמאל,fender,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/GENERAL/2025/HILUX-DOUBLE-CAB/GUN126L-DGFHXF/category/3/diagram/5353/vin/8AJBA3CD1T7957303",1,OEM:53812-KK050:Toyota,טויוטה:HILUX DOUBLE CAB:2025:2025:1GD-FTV 2.8; טויוטה:HILUX DOUBLE CAB:2025:2025:2GD-FTV 2.4D
81210-02220,פנס ערפל קדמי — טויוטה HILUX DOUBLE CAB,פנס ערפל קדמי,Toyota,תאורה ופחחות,ימין,fog_light,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/GENERAL/2025/HILUX-DOUBLE-CAB/GUN126L-DGFHXF/category/4/diagram/8102/vin/8AJBA3CD1T7957303",1,OEM:81210-02220:Toyota,טויוטה:HILUX DOUBLE CAB:2025:2025:1GD-FTV 2.8; טויוטה:HILUX DOUBLE CAB:2025:2025:2GD-FTV 2.4D
81220-02150,פנס ערפל קדמי — טויוטה HILUX DOUBLE CAB,פנס ערפל קדמי,Toyota,תאורה ופחחות,שמאל,fog_light,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/GENERAL/2025/HILUX-DOUBLE-CAB/GUN126L-DGFHXF/category/4/diagram/8102/vin/8AJBA3CD1T7957303",1,OEM:81220-02150:Toyota,טויוטה:HILUX DOUBLE CAB:2025:2025:1GD-FTV 2.8; טויוטה:HILUX DOUBLE CAB:2025:2025:2GD-FTV 2.4D
52159-0R160,פגוש אחורי — טויוטה RAV4,פגוש אחורי,Toyota,תאורה ופחחות,,rear_bumper,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2024/RAV4-NAP/AXAA54L-CNZMBA/category/3/diagram/5253/vin/2T3A1RFV2RC485020",1,OEM:52159-0R160:Toyota,טויוטה:RAV4:2024:2024:A25A-FKS 2.5
52159-0K291,פגוש אחורי — טויוטה HILUX DOUBLE CAB,פגוש אחורי,Toyota,תאורה ופחחות,,rear_bumper,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/GENERAL/2025/HILUX-DOUBLE-CAB/GUN126L-DGFHXF/category/3/diagram/5253/vin/8AJBA3CD1T7957303",1,OEM:52159-0K291:Toyota,טויוטה:HILUX DOUBLE CAB:2025:2025:1GD-FTV 2.8
56101-0K311,שמשה קדמית — טויוטה HILUX DOUBLE CAB,"GLASS, WINDSHIELD",Toyota,תאורה ופחחות,,windshield,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/GENERAL/2025/HILUX-DOUBLE-CAB/GUN126L-DGFHXF/category/3/diagram/5553/vin/8AJBA3CD1T7957303",1,OEM:56101-0K311:Toyota,טויוטה:HILUX DOUBLE CAB:2025:2025:2GD-FTV 2.4D
28113-2S000,מסנן אוויר — יונדאי TUCSON,AIR FILTER / AIR CLEANER ELEMENT,Hyundai,מנוע / סינון,,air_filter,"מק""ט מקורי, רמת דגם. מקור: hyundai.oempartsonline.com, hyundaipartsdeal.com. https://hyundai.oempartsonline.com/oem-parts/hyundai-air-filter-281132s000",1,OEM:28113-2S000:Hyundai,יונדאי:TUCSON:2010:2015; יונדאי:TUCSON:2009:2015:GDI / MPI; קיה:SPORTAGE:2010:2015:2.4 Theta 2
28113-P0400,מסנן אוויר — יונדאי TUCSON,AIR FILTER,Hyundai,מנוע / סינון,,air_filter,"מק""ט מקורי, רמת דגם. מקור: hyundai.oempartsonline.com, hyundaipartsdeal.com. https://hyundai.oempartsonline.com/oem-parts/hyundai-air-filter-28113p0400",1,OEM:28113-P0400:Hyundai,יונדאי:TUCSON:2022:2026; יונדאי:TUCSON:2022:2026:TCI-GDI; קיה:SPORTAGE:2023:2025:1.6 Gamma-II
97133-D3000,מסנן מזגן — יונדאי TUCSON,CABIN AIR FILTER,Hyundai,מנוע / סינון,,cabin_filter,"מק""ט מקורי, רמת דגם. מקור: hyundai.oempartsonline.com, hyundaipartsdeal.com. https://hyundai.oempartsonline.com/oem-parts/hyundai-cabin-air-filter-97133d3000",1,OEM:97133-D3000:Hyundai,יונדאי:TUCSON:2016:2018; יונדאי:TUCSON:2016:2018:GDI / TCI-GDI; קיה:SPORTAGE:2016:2019:2.0 / 2.4 Theta 2
58101-D3A00,רפידות בלם קדמיות — יונדאי TUCSON,"DISC BRAKE PAD SET, FRONT",Hyundai,בלמים,,brake_pads_front,"מק""ט מקורי, רמת דגם. מקור: hyundaioempartsdirect.com, hyundaipartsdeal.com. https://www.hyundaioempartsdirect.com/oem-parts/hyundai-disc-brake-pad-set-front-58101d3a00",1,OEM:58101-D3A00:Hyundai,יונדאי:TUCSON:2016:2016; יונדאי:TUCSON:2016:2018:GDI / TCI-GDI
58101-D3A11,רפידות בלם קדמיות — יונדאי TUCSON,"BRAKE PADS, FRONT",Hyundai,בלמים,,brake_pads_front,"מק""ט מקורי, רמת דגם. מקור: hyundai.oempartsonline.com, hyundaipartsdeal.com. https://hyundai.oempartsonline.com/oem-parts/hyundai-brake-pads-front-58101d3a11",1,OEM:58101-D3A11:Hyundai,יונדאי:TUCSON:2018:2021; יונדאי:TUCSON:2016:2021:GDI / TCI-GDI; קיה:SPORTAGE:2016:2022:2.4 Theta 2
58101-3SA26,רפידות בלם קדמיות — יונדאי TUCSON,"PAD KIT, FRONT DISC BRAKE",Hyundai,בלמים,,brake_pads_front,"מק""ט מקורי, רמת דגם. מקור: hyundai.oempartsonline.com. https://hyundai.oempartsonline.com/oem-parts/hyundai-pad-kit-front-disc-brake-581013sa26",1,OEM:58101-3SA26:Hyundai,יונדאי:TUCSON:2010:2016
58101-2SA00,רפידות בלם קדמיות — יונדאי TUCSON,"BRAKE PADS, FRONT",Hyundai,בלמים,,brake_pads_front,"מק""ט מקורי, רמת דגם. מקור: hyundai.oempartsonline.com, hyundaipartsdeal.com. https://hyundai.oempartsonline.com/oem-parts/hyundai-brake-pads-front-581012sa00",1,OEM:58101-2SA00:Hyundai,יונדאי:TUCSON:2010:2016; יונדאי:TUCSON:2009:2013:MPI; קיה:SPORTAGE:2010:2013:2.0/2.4 Theta 2
58101-N9A11,רפידות בלם קדמיות — יונדאי TUCSON,DISC BRAKE PAD SET,Hyundai,בלמים,,brake_pads_front,"מק""ט מקורי, רמת דגם. מקור: hyundai.oempartsonline.com, hyundaipartsdeal.com. https://hyundai.oempartsonline.com/oem-parts/hyundai-disc-brake-pad-set-58101n9a11",1,OEM:58101-N9A11:Hyundai,יונדאי:TUCSON:2022:2026; יונדאי:TUCSON:2022:2026:GDI / TCI-GDI; קיה:SPORTAGE:2023:2026:1.6 Gamma-II / 2.5 Theta-III
58101-P0A10,רפידות בלם קדמיות — יונדאי TUCSON,BRAKE PADS,Hyundai,בלמים,,brake_pads_front,"מק""ט מקורי, רמת דגם. מקור: hyundai.oempartsonline.com. https://hyundai.oempartsonline.com/oem-parts/hyundai-brake-pads-58101p0a10",1,OEM:58101-P0A10:Hyundai,יונדאי:TUCSON:2022:2025
58302-D3A71,רפידות בלם אחוריות — יונדאי TUCSON,"BRAKE PADS, REAR",Hyundai,בלמים,,brake_pads_rear,"מק""ט מקורי, רמת דגם. מקור: hyundai.oempartsonline.com, hyundaipartsdeal.com. https://hyundai.oempartsonline.com/oem-parts/hyundai-brake-pads-rear-58302d3a71",1,OEM:58302-D3A71:Hyundai,יונדאי:TUCSON:2019:2021; יונדאי:TUCSON:2019:2021:GDI
51712-L1100,דיסק בלם קדמי — יונדאי TUCSON,DISC BRAKE ROTOR,Hyundai,בלמים,,brake_disc_front,"מק""ט מקורי, רמת דגם. מקור: hyundai.oempartsonline.com. https://hyundai.oempartsonline.com/oem-parts/hyundai-disc-brake-rotor-51712l1100",1,OEM:51712-L1100:Hyundai,יונדאי:TUCSON:2022:2026
58101-F2A00,רפידות בלם קדמיות — יונדאי ELANTRA,"BRAKE PADS, FRONT",Hyundai,בלמים,,brake_pads_front,"מק""ט מקורי, רמת דגם. מקור: hyundaioempartsdirect.com, hyundaipartsdeal.com. https://www.hyundaioempartsdirect.com/oem-parts/hyundai-brake-pads-front-58101f2a00",1,OEM:58101-F2A00:Hyundai,יונדאי:ELANTRA:2017:2020; יונדאי:ELANTRA:2016:2020:MPI
58101-F3A00,רפידות בלם קדמיות — יונדאי ELANTRA,"BRAKE PADS, FRONT",Hyundai,בלמים,,brake_pads_front,"מק""ט מקורי, רמת דגם. מקור: oemhyundaiparts.com, hyundaipartsdeal.com. https://www.oemhyundaiparts.com/oem-parts/hyundai-brake-pads-front-58101f3a00",1,OEM:58101-F3A00:Hyundai,יונדאי:ELANTRA:2017:2020; יונדאי:ELANTRA:2016:2020:MPI / TCI-GDI
58101-AAA01,רפידות בלם קדמיות — יונדאי ELANTRA,BRAKE PADS,Hyundai,בלמים,,brake_pads_front,"מק""ט מקורי, רמת דגם. מקור: partshyundai.com. https://www.partshyundai.com/oem-parts/hyundai-brake-pads-58101aaa01",1,OEM:58101-AAA01:Hyundai,יונדאי:ELANTRA:2023:2025
58302-F3A30,רפידות בלם אחוריות — יונדאי ELANTRA,"BRAKE PADS, REAR",Hyundai,בלמים,,brake_pads_rear,"מק""ט מקורי, רמת דגם. מקור: hyundai.oempartsonline.com, hyundaipartsdeal.com. https://hyundai.oempartsonline.com/oem-parts/hyundai-brake-pads-rear-58302f3a30",1,OEM:58302-F3A30:Hyundai,יונדאי:ELANTRA:2017:2020; יונדאי:ELANTRA:2016:2020:MPI / TCI-GDI
25100-03800,משאבת מים — יונדאי ELANTRA,WATER PUMP,Hyundai,קירור,,water_pump,"מק""ט מקורי, רמת דגם. מקור: hyundai.oempartsonline.com. https://hyundai.oempartsonline.com/oem-parts/hyundai-water-pump-2510003800",1,OEM:25100-03800:Hyundai,יונדאי:ELANTRA:2017:2020
58302-A5B30,רפידות בלם אחוריות — יונדאי ELANTRA GT,"BRAKE PADS, REAR",Hyundai,בלמים,,brake_pads_rear,"מק""ט מקורי, רמת דגם. מקור: hyundai.oempartsonline.com. https://hyundai.oempartsonline.com/oem-parts/hyundai-brake-pads-rear-58302a5b30",1,OEM:58302-A5B30:Hyundai,יונדאי:ELANTRA GT:2013:2016
58101-1UA00,רפידות בלם קדמיות — קיה SORENTO,"DISC BRAKE PAD SET, FRONT",Kia,בלמים,,brake_pads_front,"מק""ט מקורי, רמת דגם. מקור: kia.parts. https://www.kia.parts/oem-parts/kia-disc-brake-pad-set-front-581011ua00",1,OEM:58101-1UA00:Kia,קיה:SORENTO:2011:2012
58101-C6A00,רפידות בלם קדמיות — קיה SORENTO,"BRAKE PADS, FRONT",Kia,בלמים,,brake_pads_front,"מק""ט מקורי, רמת דגם. מקור: kia.parts. https://www.kia.parts/oem-parts/kia-brake-pads-front-58101c6a00",1,OEM:58101-C6A00:Kia,קיה:SORENTO:2016:2020
58101-H9A60,רפידות בלם קדמיות — קיה RIO,"BRAKE PADS, FRONT",Kia,בלמים,,brake_pads_front,"מק""ט מקורי, רמת דגם. מקור: kia.parts, kiapartsnow.com. https://www.kia.parts/oem-parts/kia-brake-pads-front-58101h9a60",1,OEM:58101-H9A60:Kia,קיה:RIO:2018:2023; קיה:RIO:2018:2023:1.6 Gamma / Gamma-II; יונדאי:ACCENT:2018:2022:GDI / MPI
58101-1RA01,רפידות בלם קדמיות — קיה RIO,"BRAKE PADS, FRONT",Kia,בלמים,,brake_pads_front,"מק""ט מקורי, רמת דגם. מקור: kia.parts, kiapartsnow.com. https://www.kia.parts/oem-parts/kia-brake-pads-front-581011ra01",1,OEM:58101-1RA01:Kia,קיה:RIO:2012:2017; קיה:RIO:2012:2017:1.6 Gamma
58101-K0A00,רפידות בלם קדמיות — קיה SOUL,"BRAKE PADS, FRONT",Kia,בלמים,,brake_pads_front,"מק""ט מקורי, רמת דגם. מקור: genuinekiaparts.com, kiapartsnow.com. https://www.genuinekiaparts.com/oem-parts/kia-brake-pads-front-58101k0a00",1,OEM:58101-K0A00:Kia,קיה:SOUL:2020:2025; קיה:SOUL:2020:2025:2.0 NU
58101-K0A10,רפידות בלם קדמיות — קיה SOUL,"BRAKE PADS, FRONT",Kia,בלמים,,brake_pads_front,"מק""ט מקורי, רמת דגם. מקור: kia.oempartsonline.com, kiapartsnow.com. https://kia.oempartsonline.com/oem-parts/kia-brake-pads-front-58101k0a10",1,OEM:58101-K0A10:Kia,קיה:SOUL:2020:2022; קיה:SOUL:2020:2022:1.6 Gamma
58101-J9A05,רפידות בלם קדמיות — קיה SELTOS,BRAKE PADS,Kia,בלמים,,brake_pads_front,"מק""ט מקורי, רמת דגם. מקור: kia.parts, hyundaipartsdeal.com. https://www.kia.parts/oem-parts/kia-brake-pads-58101j9a05",1,OEM:58101-J9A05:Kia,קיה:SELTOS:2021:2025; יונדאי:KONA:2018:2023:MPI / TCI-GDI
51712-G2000,דיסק בלם קדמי — קיה NIRO,"DISC BRAKE ROTOR, FRONT",Kia,בלמים,,brake_disc_front,"מק""ט מקורי, רמת דגם. מקור: kia.parts. https://www.kia.parts/oem-parts/kia-disc-brake-rotor-front-51712g2000",1,OEM:51712-G2000:Kia,קיה:NIRO:2017:2022
51712-P2000,דיסק בלם קדמי — קיה SORENTO,DISC BRAKE ROTOR,Kia,בלמים,,brake_disc_front,"מק""ט מקורי, רמת דגם. מקור: kia.parts. https://www.kia.parts/oem-parts/kia-disc-brake-rotor-51712p2000",1,OEM:51712-P2000:Kia,קיה:SORENTO:2021:2025
51712-C6000,דיסק בלם קדמי — קיה SORENTO,ROTOR,Kia,בלמים,,brake_disc_front,"מק""ט מקורי, רמת דגם. מקור: kia.parts. https://www.kia.parts/oem-parts/kia-rotor-51712c6000",1,OEM:51712-C6000:Kia,קיה:SORENTO:2016:2020
51712-3X000,דיסק בלם קדמי — קיה SELTOS,ROTOR,Kia,בלמים,,brake_disc_front,"מק""ט מקורי, רמת דגם. מקור: kia.oempartsonline.com. https://kia.oempartsonline.com/oem-parts/kia-rotor-517123x000",1,OEM:51712-3X000:Kia,קיה:SELTOS:2021:2025
51712-H8500,דיסק בלם קדמי — קיה RIO,ROTOR,Kia,בלמים,,brake_disc_front,"מק""ט מקורי, רמת דגם. מקור: kia.parts. https://www.kia.parts/oem-parts/kia-rotor-51712h8500",1,OEM:51712-H8500:Kia,קיה:RIO:2018:2023
58101-K4A00,רפידות בלם קדמיות — יונדאי KONA ELECTRIC,"BRAKE PADS, FRONT",Hyundai,בלמים,,brake_pads_front,"מק""ט מקורי, רמת דגם. מקור: hyundaioempartsdirect.com. https://www.hyundaioempartsdirect.com/oem-parts/hyundai-brake-pads-58101k4a00",1,OEM:58101-K4A00:Hyundai,יונדאי:KONA ELECTRIC:2019:2023
58101-BEA10,רפידות בלם קדמיות — יונדאי KONA,BRAKE PADS,Hyundai,בלמים,,brake_pads_front,"מק""ט מקורי, רמת דגם. מקור: hyundaioempartsdirect.com, hyundaipartsdeal.com. https://www.hyundaioempartsdirect.com/oem-parts/hyundai-brake-pads-58101bea10",1,OEM:58101-BEA10:Hyundai,יונדאי:KONA:2024:2026; יונדאי:KONA:2024:2026:MPI / TCI-GDI
58101-BFA10,רפידות בלם קדמיות — יונדאי KONA ELECTRIC,BRAKE PADS,Hyundai,בלמים,,brake_pads_front,"מק""ט מקורי, רמת דגם. מקור: hyundai.oempartsonline.com. https://hyundai.oempartsonline.com/oem-parts/hyundai-brake-pads-58101bfa10",1,OEM:58101-BFA10:Hyundai,יונדאי:KONA ELECTRIC:2024:2025
58101-25A20,רפידות בלם קדמיות — יונדאי ACCENT,"BRAKE PADS, FRONT",Hyundai,בלמים,,brake_pads_front,"מק""ט מקורי, רמת דגם. מקור: hyundai.oempartsonline.com, hyundaipartsdeal.com. https://hyundai.oempartsonline.com/oem-parts/hyundai-brake-pads-front-5810125a20",1,OEM:58101-25A20:Hyundai,יונדאי:ACCENT:2000:2005; יונדאי:ACCENT:1999:2006
37300-23650,אלטרנטור — יונדאי ELANTRA,ALTERNATOR ASSEMBLY,Hyundai,חשמל,,alternator,"מק""ט מקורי, רמת דגם. מקור: oemhyundaiparts.com. https://www.oemhyundaiparts.com/oem-parts/hyundai-alternator-3730023650",1,OEM:37300-23650:Hyundai,יונדאי:ELANTRA:2007:2012
37300-2E270,אלטרנטור — יונדאי ELANTRA,ALTERNATOR ASSEMBLY,Hyundai,חשמל,,alternator,"מק""ט מקורי, רמת דגם. מקור: factoryhyundaipartsonline.com. https://www.factoryhyundaipartsonline.com/oem-parts/hyundai-alternator-373002e270",1,OEM:37300-2E270:Hyundai,יונדאי:ELANTRA:2015:2016
37300-2E400,אלטרנטור — יונדאי TUCSON,ALTERNATOR ASSEMBLY,Hyundai,חשמל,,alternator,"מק""ט מקורי, רמת דגם. מקור: quirkparts.com, hyundaipartsdeal.com. https://www.quirkparts.com/oem-parts/hyundai-alternator-373002e400",1,OEM:37300-2E400:Hyundai,יונדאי:TUCSON:2014:2015; יונדאי:TUCSON:2014:2015:GDI
97701-AA100,קומפרסור מזגן — יונדאי ELANTRA,"COMPRESSOR ASSEMBLY, A/C",Hyundai,מיזוג,,ac_compressor,"מק""ט מקורי, רמת דגם. מקור: hyundai.worldoemparts.com. https://hyundai.worldoemparts.com/oem-parts/hyundai-compressor-assembly-97701aa100",1,OEM:97701-AA100:Hyundai,יונדאי:ELANTRA:2021:2025
