part_number,name_he,name_en,manufacturer,category,side,part_type,notes,is_active,cross_refs,fitments
90119-14156,מסרק היגוי וקישור — טויוטה RAV4,Standard Part,Toyota,מסרק היגוי וקישור,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/2/diagram/4505/vin/JTMBFREV50J063539",1,OEM:90119-14156:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
90075-60083,פנס ראשי — טויוטה RAV4,"Socket, Front Turn Signal Lamp",Toyota,פנס ראשי,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/4/diagram/8101/vin/JTMBFREV50J063539",1,OEM:90075-60083:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5; טויוטה:RAV4:2024:2024:A25A-FKS 2.5
90981-15025,פנס ראשי — טויוטה RAV4,Bulb (Front Turn Signal Lamp),Toyota,פנס ראשי,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/4/diagram/8101/vin/JTMBFREV50J063539",1,OEM:90981-15025:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5; טויוטה:RAV4:2024:2024:A25A-FKS 2.5
81138-22680,פנס ראשי — טויוטה RAV4,"Socket & Wire, Front Side Marker Lamp",Toyota,פנס ראשי,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/4/diagram/8101/vin/JTMBFREV50J063539",1,OEM:81138-22680:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5; טויוטה:RAV4:2024:2024:A25A-FKS 2.5
81145-42670,פנס ראשי ימין — טויוטה RAV4,פנס ראשי ימין,Toyota,תאורה ופחחות,,headlight_right,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/4/diagram/8101/vin/JTMBFREV50J063539",1,OEM:81145-42670:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
90981-11064,פנס ראשי — טויוטה RAV4,"Bulb, Front Side Marker Lamp",Toyota,פנס ראשי,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/4/diagram/8101/vin/JTMBFREV50J063539",1,OEM:90981-11064:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
81185-42670,פנס ראשי שמאל — טויוטה RAV4,פנס ראשי שמאל,Toyota,תאורה ופחחות,,headlight_left,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/4/diagram/8101/vin/JTMBFREV50J063539",1,OEM:81185-42670:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
90981-13102,פנס ראשי — טויוטה RAV4,Bulb (Headlamp No.1),Toyota,פנס ראשי,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/4/diagram/8101/vin/JTMBFREV50J063539",1,OEM:90981-13102:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
81195-42040,פנס ראשי — טויוטה RAV4,"Retainer, Headlamp Protector, Lower RH",Toyota,פנס ראשי,ימין,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/4/diagram/8101/vin/JTMBFREV50J063539",1,OEM:81195-42040:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
81196-42040,פנס ראשי — טויוטה RAV4,"Retainer, Headlamp Protector, Lower LH",Toyota,פנס ראשי,שמאל,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/4/diagram/8101/vin/JTMBFREV50J063539",1,OEM:81196-42040:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
12502-36010,מיזוג - קומפרסור — טויוטה RAV4,"Bracket, Compressor Mounting No.1",Toyota,מיזוג - קומפרסור,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/4/diagram/8719/vin/JTMBFREV50J063539",1,OEM:12502-36010:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
88446-42030,מיזוג - קומפרסור — טויוטה RAV4,"Bolt, Cooler",Toyota,מיזוג - קומפרסור,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/4/diagram/8719/vin/JTMBFREV50J063539",1,OEM:88446-42030:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
88310-42531,קומפרסור מזגן — טויוטה RAV4,קומפרסור מזגן,Toyota,מיזוג,,ac_compressor,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/4/diagram/8719/vin/JTMBFREV50J063539",1,OEM:88310-42531:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
90119-08C78,מיזוג - קומפרסור — טויוטה RAV4,Standard Part,Toyota,מיזוג - קומפרסור,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/4/diagram/8719/vin/JTMBFREV50J063539",1,OEM:90119-08C78:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5; טויוטה:RAV4:2024:2024:A25A-FKS 2.5; טויוטה:HILUX DOUBLE CAB:2025:2025:1GD-FTV 2.8
90253-11021,מיזוג - קומפרסור — טויוטה RAV4,Standard Part,Toyota,מיזוג - קומפרסור,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/4/diagram/8719/vin/JTMBFREV50J063539",1,OEM:90253-11021:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
90179-08025,מיזוג - קומפרסור — טויוטה RAV4,Standard Part,Toyota,מיזוג - קומפרסור,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/4/diagram/8719/vin/JTMBFREV50J063539",1,OEM:90179-08025:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
42410-42040,מיסב גלגל — טויוטה RAV4,מיסב גלגל,Toyota,מתלים,,wheel_bearing,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/2/diagram/4102/vin/JTMBFREV50J063539",1,OEM:42410-42040:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
90105-12350,ציר ורכזת אחורית — טויוטה RAV4,Bolt (Rear Axle Bearing Case),Toyota,ציר ורכזת אחורית,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/2/diagram/4102/vin/JTMBFREV50J063539",1,OEM:90105-12350:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
42431-42060,דיסק בלם אחורי — טויוטה RAV4,דיסק בלם אחורי,Toyota,בלמים,,brake_disc_rear,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/2/diagram/4102/vin/JTMBFREV50J063539",1,OEM:42431-42060:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
47491-22020,ציר ורכזת אחורית — טויוטה RAV4,"Plug, Shoe Adjusting Hole (Parking Brake)",Toyota,ציר ורכזת אחורית,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/2/diagram/4102/vin/JTMBFREV50J063539",1,OEM:47491-22020:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
12371-36100,תושבת מנוע — טויוטה RAV4,תושבת מנוע,Toyota,מנוע,,engine_mount,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/1/diagram/1107/vin/JTMBFREV50J063539",1,OEM:12371-36100:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
12321-36080,תושבות מנוע — טויוטה RAV4,"Bracket, Engine Mounting, Rear",Toyota,תושבות מנוע,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/1/diagram/1107/vin/JTMBFREV50J063539",1,OEM:12321-36080:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
12305-36040,תושבות מנוע — טויוטה RAV4,"Insulator Sub-Assy, Engine Mounting, RH",Toyota,תושבות מנוע,ימין,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/1/diagram/1107/vin/JTMBFREV50J063539",1,OEM:12305-36040:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
12315-0V031,תושבות מנוע — טויוטה RAV4,"Bracket, Engine Mounting, RH",Toyota,תושבות מנוע,ימין,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/1/diagram/1107/vin/JTMBFREV50J063539",1,OEM:12315-0V031:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
12315-36011,תושבות מנוע — טויוטה RAV4,"Bracket, Engine Mounting, RH",Toyota,תושבות מנוע,ימין,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/1/diagram/1107/vin/JTMBFREV50J063539",1,OEM:12315-36011:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
12341-26011,תושבות מנוע — טויוטה RAV4,"Spacer, Engine Mounting",Toyota,תושבות מנוע,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/1/diagram/1107/vin/JTMBFREV50J063539",1,OEM:12341-26011:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
12311-36091,תושבות מנוע — טויוטה RAV4,"Bracket, Engine Mounting, Front",Toyota,תושבות מנוע,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/1/diagram/1107/vin/JTMBFREV50J063539",1,OEM:12311-36091:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
12304-36061,תושבות מנוע — טויוטה RAV4,"Bracket, Engine Mounting, LH",Toyota,תושבות מנוע,שמאל,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/1/diagram/1107/vin/JTMBFREV50J063539",1,OEM:12304-36061:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
12351-33020,תושבות מנוע — טויוטה RAV4,"Damper, Engine Mounting",Toyota,תושבות מנוע,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/1/diagram/1107/vin/JTMBFREV50J063539",1,OEM:12351-33020:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
12361-36130,תושבות מנוע — טויוטה RAV4,"Insulator, Engine Mounting, Front",Toyota,תושבות מנוע,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/1/diagram/1107/vin/JTMBFREV50J063539",1,OEM:12361-36130:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
12372-36060,תושבות מנוע — טויוטה RAV4,"Insulator, Engine Mounting, LH",Toyota,תושבות מנוע,שמאל,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/1/diagram/1107/vin/JTMBFREV50J063539",1,OEM:12372-36060:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
52029-42110,פגוש קדמי — טויוטה RAV4,"Reinforcement Sub-Assy, Front Bumper, Upper",Toyota,פגוש קדמי,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/3/diagram/5252/vin/JTMBFREV50J063539",1,OEM:52029-42110:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
52535-42080,פגוש קדמי — טויוטה RAV4,"Retainer, Front Bumper Side, RH",Toyota,פגוש קדמי,ימין,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/3/diagram/5252/vin/JTMBFREV50J063539",1,OEM:52535-42080:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
52085-42050,פגוש קדמי — טויוטה RAV4,"Stay Sub-Assy, Front Bumper, Center",Toyota,פגוש קדמי,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/3/diagram/5252/vin/JTMBFREV50J063539",1,OEM:52085-42050:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
52021-42150,פגוש קדמי — טויוטה RAV4,"Reinforcement, Front Bumper",Toyota,פגוש קדמי,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/3/diagram/5252/vin/JTMBFREV50J063539",1,OEM:52021-42150:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
52536-42070,פגוש קדמי — טויוטה RAV4,"Retainer, Front Bumper Side, LH",Toyota,פגוש קדמי,שמאל,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/3/diagram/5252/vin/JTMBFREV50J063539",1,OEM:52536-42070:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
52140-42010,פגוש קדמי — טויוטה RAV4,"Bracket Assy, Front Bumper Side Mounting, LH",Toyota,פגוש קדמי,שמאל,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/3/diagram/5252/vin/JTMBFREV50J063539",1,OEM:52140-42010:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
52614-42100,פגוש קדמי — טויוטה RAV4,"Absorber, Front Bumper Energy No.2",Toyota,פגוש קדמי,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/3/diagram/5252/vin/JTMBFREV50J063539",1,OEM:52614-42100:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
53879-28010,פגוש קדמי — טויוטה RAV4,"Retainer, Front Fender Liner",Toyota,פגוש קדמי,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/3/diagram/5252/vin/JTMBFREV50J063539",1,OEM:53879-28010:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
90467-05114,פגוש קדמי — טויוטה RAV4,Clip No.1,Toyota,פגוש קדמי,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/3/diagram/5252/vin/JTMBFREV50J063539",1,OEM:90467-05114:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5; טויוטה:HILUX DOUBLE CAB:2025:2025:1GD-FTV 2.8
90119-06767,פגוש קדמי — טויוטה RAV4,Bolt No.1,Toyota,פגוש קדמי,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/3/diagram/5252/vin/JTMBFREV50J063539",1,OEM:90119-06767:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
90159-60431,פגוש קדמי — טויוטה RAV4,Screw No.1,Toyota,פגוש קדמי,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/3/diagram/5252/vin/JTMBFREV50J063539",1,OEM:90159-60431:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
52015-42011,פגוש אחורי — טויוטה RAV4,"Arm Sub-Assy, Rear Bumper, RH",Toyota,פגוש אחורי,ימין,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/3/diagram/5253/vin/JTMBFREV50J063539",1,OEM:52015-42011:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
52016-42011,פגוש אחורי — טויוטה RAV4,"Arm Sub-Assy, Rear Bumper, LH",Toyota,פגוש אחורי,שמאל,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/3/diagram/5253/vin/JTMBFREV50J063539",1,OEM:52016-42011:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
52155-42040,פגוש אחורי — טויוטה RAV4,"Support, Rear Bumper Side, RH",Toyota,פגוש אחורי,ימין,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/3/diagram/5253/vin/JTMBFREV50J063539",1,OEM:52155-42040:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
52156-42020,פגוש אחורי — טויוטה RAV4,"Support, Rear Bumper Side, LH",Toyota,פגוש אחורי,שמאל,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/3/diagram/5253/vin/JTMBFREV50J063539",1,OEM:52156-42020:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
52562-42050,פגוש אחורי — טויוטה RAV4,"Retainer, Rear Bumper, Upper RH",Toyota,פגוש אחורי,ימין,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/3/diagram/5253/vin/JTMBFREV50J063539",1,OEM:52562-42050:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
52563-42040,פגוש אחורי — טויוטה RAV4,"Retainer, Rear Bumper, Upper LH",Toyota,פגוש אחורי,שמאל,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/3/diagram/5253/vin/JTMBFREV50J063539",1,OEM:52563-42040:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
52023-42040,פגוש אחורי — טויוטה RAV4,"Reinforcement Sub-Assy, Rear Bumper",Toyota,פגוש אחורי,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/3/diagram/5253/vin/JTMBFREV50J063539",1,OEM:52023-42040:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
52161-42400,פגוש אחורי — טויוטה RAV4,"Extension, Rear Bumper Side, RH",Toyota,פגוש אחורי,ימין,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/3/diagram/5253/vin/JTMBFREV50J063539",1,OEM:52161-42400:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
75392-35220,פגוש אחורי — טויוטה RAV4,"Retainer, Outside Moulding",Toyota,פגוש אחורי,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/3/diagram/5253/vin/JTMBFREV50J063539",1,OEM:75392-35220:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5; טויוטה:RAV4:2024:2024:A25A-FKS 2.5
52159-42930,פגוש אחורי — טויוטה RAV4,פגוש אחורי,Toyota,תאורה ופחחות,,rear_bumper,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/3/diagram/5253/vin/JTMBFREV50J063539",1,OEM:52159-42930:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
52591-42090,פגוש אחורי — טויוטה RAV4,"Seal, Rear Bumper Side, RH",Toyota,פגוש אחורי,ימין,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/3/diagram/5253/vin/JTMBFREV50J063539",1,OEM:52591-42090:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
52162-42420,פגוש אחורי — טויוטה RAV4,"Extension, Rear Bumper Side, LH",Toyota,פגוש אחורי,שמאל,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/3/diagram/5253/vin/JTMBFREV50J063539",1,OEM:52162-42420:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
52592-42090,פגוש אחורי — טויוטה RAV4,"Seal, Rear Bumper Side, LH",Toyota,פגוש אחורי,שמאל,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/3/diagram/5253/vin/JTMBFREV50J063539",1,OEM:52592-42090:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
52169-42020,פגוש אחורי — טויוטה RAV4,"Cover, Rear Bumper, Lower",Toyota,פגוש אחורי,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/3/diagram/5253/vin/JTMBFREV50J063539",1,OEM:52169-42020:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
52453-42900,פגוש אחורי — טויוטה RAV4,"Guard, Rear Bumper, Center",Toyota,פגוש אחורי,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/3/diagram/5253/vin/JTMBFREV50J063539",1,OEM:52453-42900:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
58723-42020,פגוש אחורי — טויוטה RAV4,"Protector, Luggage Compartment Service Cover No.1",Toyota,פגוש אחורי,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/3/diagram/5253/vin/JTMBFREV50J063539",1,OEM:58723-42020:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
58724-42020,פגוש אחורי — טויוטה RAV4,"Protector, Luggage Compartment Service Cover No.2",Toyota,פגוש אחורי,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/3/diagram/5253/vin/JTMBFREV50J063539",1,OEM:58724-42020:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
90981-11067,פנס אחורי משולב — טויוטה RAV4,"Bulb, Taillamp",Toyota,פנס אחורי משולב,,,"מק""ט מקורי, רמת רכב (מספר שלדה). מקור: PartSouq · קטלוג היצרן. https://partsouq.com/en/catalog/toyota/diagram/NA/2015/RAV4-JPP/ASA44L-ANTGKA/category/4/diagram/8111/vin/JTMBFREV50J063539",1,OEM:90981-11067:Toyota,טויוטה:RAV4:2015:2015:2AR-FE 2.5
